Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 03/08  17:00:00,174.811607846,9.13409376997,9.85994811382,0.0,80.527626,73.092045,15.0034941219,8.91098702435,3.20568,2.88682709759
 03/08  18:00:00,125.401118276,6.80776087931,4.64490343405,0.0,80.527626,29.818365,19.6857884615,13.5930384612,3.20568,2.88707000033
 03/08  19:00:00,130.898109391,6.50696789723,3.30735120954,0.0,80.527626,29.818365,24.992499525,16.0216142098,3.20568,5.76520531524
 03/08  20:00:00,131.204722688,6.44637968467,3.43589202314,0.0,80.527626,29.818365,25.7306314948,16.7517617258,3.20568,5.77318976896
 03/08  21:00:00,130.502207327,6.44637968467,2.75196149694,0.0,80.527626,29.818365,27.6573473726,18.6826351661,3.20568,5.76903220655
 03/08  22:00:00,55.7389053024,0.0,0.0,0.0,15.863942322,29.242365,8.97527436263,0.0,3.20568,5.76959436263
 03/08  23:00:00,55.6123909311,0.0,0.0,0.0,15.863942322,29.242365,6.09390285316,0.0,3.20568,2.88822285316
 03/08  24:00:00,56.3347474964,0.0,0.0,0.0,15.863942322,29.242365,6.09187149156,0.0,3.20568,2.88619149156
 03/09  01:00:00,55.6279767041,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/09  02:00:00,55.6263115063,0.0,0.0,0.0,15.863942322,29.242365,6.08947734405,0.0,3.20568,2.88379734405
 03/09  03:00:00,55.621736254,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/09  04:00:00,55.6177812041,0.0,0.0,0.0,15.863942322,29.242365,6.08936565485,0.0,3.20568,2.88368565485
 03/09  05:00:00,55.8464797264,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/09  06:00:00,55.8284718198,0.0,0.0,0.0,15.863942322,29.242365,6.08945377997,0.0,3.20568,2.88377377997
 03/09  07:00:00,59.2196492773,6.44637968467,3.55562796795,0.0,15.863942322,29.818365,58.5106242218,55.2849442218,3.20568,0.02
 03/09  08:00:00,122.54742886,6.44637968467,3.51318261263,0.0,80.527626,29.818365,34.6268542281,28.5341646634,3.20568,2.88700956462
 03/09  09:00:00,168.484784092,6.49685362675,4.09803253683,0.0,80.527626,75.0917375,49.6232469575,16.911365993,24.0426,8.66928096449
 03/09  10:00:00,172.323850406,7.08739833064,7.30763253543,0.0,80.527626,75.0917375,54.4083074688,12.9466283161,24.0426,17.4190791527
 03/09  11:00:00,184.485635155,8.00822591534,14.4989267723,0.0,80.527626,79.0911225,50.2603585541,3.67140379337,32.0568,14.5321547608
 03/09  12:00:00,189.07683085,8.57874233269,17.7728601628,0.0,80.527626,79.0911225,49.539314611,0.0126664760797,32.0568,17.4698481349
 03/09  13:00:00,187.608270279,9.32186393348,16.2736994139,0.0,80.527626,79.0911225,52.4673352897,0.0,32.0568,20.4105352897
 03/09  14:00:00,186.265729117,10.5984839903,17.6578125204,0.0,80.527626,75.0917375,36.8745187913,0.414453049281,16.0284,20.4316657421
 03/09  15:00:00,190.355218387,11.9311526035,20.4158840055,0.0,80.527626,75.0917375,31.4643771455,0.912752830781,16.0284,14.5232243147
 03/09  16:00:00,187.987365203,12.2875019554,19.7217384357,0.0,80.527626,73.092045,26.3731360199,5.72750790465,3.20568,17.4399481152
 03/09  17:00:00,176.061758944,8.51373498075,11.7028716577,0.0,80.527626,73.092045,15.5365550083,9.44385315449,3.20568,2.88702185376
 03/09  18:00:00,127.694939481,6.68348660425,7.02910697874,0.0,80.527626,29.818365,17.7299100137,11.6373317547,3.20568,2.88689825901
 03/09  19:00:00,133.182067087,6.47284996735,5.58764472278,0.0,80.527626,29.818365,19.6329023659,13.5345507781,3.20568,2.89267158782
 03/09  20:00:00,132.75406434,6.44637968467,4.95957890957,0.0,80.527626,29.818365,26.8710806351,15.0152389978,3.20568,8.65016163734
 03/09  21:00:00,132.037455128,6.44637968467,4.2652163326,0.0,80.527626,29.818365,25.6390478442,16.6639194335,3.20568,5.7694484107
 03/09  22:00:00,55.7481134761,0.0,0.0,0.0,15.863942322,29.242365,8.9749928906,0.0,3.20568,5.7693128906
 03/09  23:00:00,55.6104619909,0.0,0.0,0.0,15.863942322,29.242365,6.09378138479,0.0,3.20568,2.88810138479
 03/09  24:00:00,56.3252643262,0.0,0.0,0.0,15.863942322,29.242365,6.0919816289,0.0,3.20568,2.8863016289
 03/10  01:00:00,55.6144895223,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/10  02:00:00,55.602115231,0.0,0.0,0.0,15.863942322,29.242365,6.0893236317,0.0,3.20568,2.8836436317
 03/10  03:00:00,55.5829529118,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/10  04:00:00,55.566105734,0.0,0.0,0.0,15.863942322,29.242365,6.08941038452,0.0,3.20568,2.88373038452
 03/10  05:00:00,56.6659871658,0.0,0.0,0.0,15.863942322,29.242365,3.22568,0.0,3.20568,0.02
 03/10  06:00:00,56.5277258174,0.0,0.0,0.0,15.863942322,29.242365,6.08949705417,0.0,3.20568,2.88381705417
 03/10  07:00:00,56.9745195593,6.44637968467,0.95125389357,0.0,15.863942322,29.818365,85.6788122507,82.4531322507,3.20568,0.02
 03/10  08:00:00,121.548484509,6.44637968467,2.51787319342,0.0,80.527626,29.818365,41.5890384446,35.4965462634,3.20568,2.88681218129
 03/10  09:00:00,169.415774185,6.45743040866,5.05832559205,0.0,80.527626,75.0917375,48.6688886444,15.9582644763,24.0426,8.66802416806
 03/10  10:00:00,172.333685651,6.82428278704,7.56890216276,0.0,80.527626,75.0917375,50.9079005194,12.3461998705,24.0426,14.519100649
 03/10  11:00:00,180.100299801,7.61012390984,10.5358927664,0.0,80.527626,79.0911225,58.2797724173,8.79138709516,32.0568,17.4315853221
 03/10  12:00:00,185.820820082,8.54875993175,14.5785985789,0.0,80.527626,79.0911225,49.5231956688,0.0,32.0568,17.4663956688
 03/10  13:00:00,190.894401708,9.78615526052,19.0869351864,0.0,80.527626,79.0911225,52.4683901923,0.0,32.0568,20.4115901923
 03/10  14:00:00,187.166648553,10.1942068494,18.9439974282,0.0,80.527626,75.0917375,36.5783452156,0.119410607902,16.0284,20.4305346076
 03/10  15:00:00,187.56404385,10.8034238258,18.7536051502,0.0,80.527626,75.0917375,31.2010414673,0.64860891438,16.0284,14.524032553
 03/10  16:00:00,184.051191916,11.1130827004,16.9659790325,0.0,80.527626,73.092045,27.2099807851,6.56812869685,3.20568,17.4361720883
 03/10  17:00:00,174.342194185,8.07612407389,10.4266143983,0.0,80.527626,73.092045,13.4398759412,10.2141959412,3.20568,0.02
 03/10  18:00:00,125.686116986,6.56072814989,5.15368529305,0.0,80.527626,29.818365,20.3115961384,14.2187902453,3.20568,2.88712589315
