Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 08/03  14:00:00,73.6703193757,6.84872996621,24.8040775324,0.0,18.7433767983,23.2517909448,35.4788744756,0.0,18.025,17.4538744756
 08/03  15:00:00,73.7685371253,6.92742610845,25.1135489364,0.0,18.7433767983,22.9618409725,35.477619788,0.0,18.025,17.452619788
 08/03  16:00:00,78.2162475263,7.00071943388,25.0366729326,0.0,18.7433767983,27.431320555,18.045,0.0,18.025,0.02
 08/03  17:00:00,89.8511912679,7.25940953021,24.2248380752,0.0,17.6635504202,40.6971502883,5.76625934953,0.0,0.0,5.76625934953
 08/03  18:00:00,95.5571451138,7.41962316538,23.2661714443,0.0,27.5259009287,37.3340067412,11.5553049136,0.0,0.0,11.5553049136
 08/03  19:00:00,99.5010746844,7.51998288482,22.9001925305,0.0,33.8341110165,33.3544677425,5.77480871481,0.0,0.0,5.77480871481
 08/03  20:00:00,112.759939618,7.68280842835,22.1900730291,0.0,36.5179666069,38.8247702939,5.77414059371,0.0,0.0,5.77414059371
 08/03  21:00:00,106.167624245,7.65944939659,21.1364202865,0.0,32.965339924,36.8579353714,9.62414039868,0.0,0.0,9.62414039868
 08/03  22:00:00,78.1270036731,7.13779545619,17.1644067508,0.0,25.6355707503,20.6438685092,7.7142357153,0.0,0.0,7.7142357153
 08/03  23:00:00,54.2916728035,6.6521110799,13.3674675191,0.0,15.0252895274,11.7056064465,5.76221758078,0.0,0.0,5.76221758078
 08/03  24:00:00,47.1164347761,6.42507483756,11.4449410341,0.0,11.6412384099,10.0650221343,0.02,0.0,0.0,0.02
 08/04  01:00:00,44.2565851366,6.28682068011,10.2839643215,0.0,10.0992000411,10.047477231,5.75378742901,0.0,0.0,5.75378742901
 08/04  02:00:00,41.6451139143,6.19413964477,9.62473634499,0.0,8.25718729233,10.0299323277,0.02,0.0,0.0,0.02
 08/04  03:00:00,41.0182441223,6.12573732353,9.06626702639,0.0,8.25718729233,10.0299323277,0.02,0.0,0.0,0.02
 08/04  04:00:00,41.9619742827,6.05989366649,8.46930705586,0.0,8.25718729233,11.6354268332,5.758045893,0.0,0.0,5.758045893
