Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 05/30  11:00:00,284.950060936,20.0892486702,0.00568228668461,0.0,62.886420148,41.4019203762,42.520514998,30.8478918034,10.5075,1.16512319457
 05/30  12:00:00,271.230727127,20.0892486702,0.137435983467,0.0,62.886420148,41.4019203762,30.9623560537,19.2896230063,10.5075,1.16523304734
 05/30  13:00:00,269.340636357,20.0892486702,0.409021161608,0.0,62.886420148,41.4019203762,23.0157327397,11.3432056873,10.5075,1.16502705244
 05/30  14:00:00,262.468745797,20.0892486702,0.405932959313,0.0,62.886420148,41.4019203762,20.354477715,8.68212447588,10.5075,1.16485323909
 05/30  15:00:00,258.372245203,20.0892486702,0.463523806349,0.0,62.886420148,41.4019203762,15.6558181998,3.98346481482,10.5075,1.16485338495
 05/30  16:00:00,257.338342519,20.0892486702,0.293278884297,0.0,62.886420148,41.4019203762,17.0205172841,5.34810004322,10.5075,1.16491724089
 05/30  17:00:00,256.164477599,20.0892486702,0.130156229315,0.0,62.886420148,41.4019203762,22.7428974222,11.070594916,10.5075,1.16480250622
 05/30  18:00:00,250.725296357,20.0892486702,0.0837942021636,0.0,41.9242800987,36.8599292233,34.2635671348,24.9035671348,9.34,0.02
 05/30  19:00:00,232.490637415,20.0892486702,0.0320846276004,0.0,41.9242800987,36.8599292233,54.5976292104,44.0928813077,9.34,1.16474790269
 05/30  20:00:00,214.813402976,20.0892486702,0.0,0.0,34.9369000822,32.3179380704,65.2510762352,55.9138301087,8.1725,1.16474612655
 05/30  21:00:00,154.858703607,20.0892486702,0.0,0.0,13.9747600329,18.6919646116,32.3766511029,27.6866511029,4.67,0.02
 05/30  22:00:00,111.45447309,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49932052485,0.0,2.335,1.16432052485
 05/30  23:00:00,143.620330037,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 05/30  24:00:00,117.772709047,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 05/31  01:00:00,108.390147967,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49921530353,0.0,2.335,1.16421530353
 05/31  02:00:00,107.425831234,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 05/31  03:00:00,106.876271731,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 05/31  04:00:00,113.192758231,0.0,0.0,0.0,3.49369000822,9.08398230582,2.355,0.0,2.335,0.02
 05/31  05:00:00,108.955880171,0.0,0.0,0.0,3.49369000822,9.08398230582,3.49925680681,0.0,2.335,1.16425680681
 05/31  06:00:00,143.504009361,20.0892486702,0.0,0.0,13.9747600329,18.6919646116,94.062318494,89.372318494,4.67,0.02
 05/31  07:00:00,159.912142167,20.0892486702,0.0,0.0,13.9747600329,18.6919646116,106.263791359,101.573791359,4.67,0.02
 05/31  08:00:00,235.31819699,20.0892486702,0.0,0.0,34.9369000822,32.3179380704,93.0368272517,83.6997681728,8.1725,1.16455907893
 05/31  09:00:00,264.91435497,20.0892486702,0.0106704014495,0.0,62.886420148,41.4019203762,68.8079633808,57.1358498625,10.5075,1.16461351833
 05/31  10:00:00,256.903114944,20.0892486702,0.00728401981312,0.0,62.886420148,41.4019203762,54.2021600891,43.6746600891,10.5075,0.02
 05/31  11:00:00,284.185701856,20.0892486702,0.564217696501,0.0,62.886420148,41.4019203762,31.505438895,19.8329585858,10.5075,1.16498030923
 05/31  12:00:00,266.482369402,20.0892486702,0.275777453389,0.0,62.886420148,41.4019203762,31.7794151862,20.1068564398,10.5075,1.16505874637
 05/31  13:00:00,262.624033216,20.0892486702,0.0632813618788,0.0,62.886420148,41.4019203762,33.0741783774,21.4015801285,10.5075,1.16509824896
 05/31  14:00:00,258.697587442,20.0892486702,0.105916219129,0.0,62.886420148,41.4019203762,26.583678527,14.9112204396,10.5075,1.16495808742
 05/31  15:00:00,255.531598324,20.0892486702,0.135011724595,0.0,62.886420148,41.4019203762,23.4159477128,11.7436654695,10.5075,1.16478224331
 05/31  16:00:00,256.1006452,20.0892486702,0.139025782417,0.0,62.886420148,41.4019203762,25.7821699953,14.1098308883,10.5075,1.16483910704
 05/31  17:00:00,262.621542487,20.0892486702,0.814345350086,0.0,62.886420148,41.4019203762,17.1379808216,5.46556627947,10.5075,1.16491454215
