Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly)
 01/01  01:00:00,16.1805822237,0.160349154483,0.308354325817,0.0,2.55330491699,7.80157382632,2.75614203721,1.28300228704,1.47313975017
 01/01  02:00:00,15.539717054,0.183815732638,0.232747193929,0.0,2.55330491699,7.21284921042,3.01446918576,2.13539931067,0.879069875086
 01/01  03:00:00,15.2281764555,0.225567006366,0.173817629673,0.0,2.55330491699,6.91848690247,3.6134493367,3.17993186793,0.433517468771
 01/01  04:00:00,15.0799679136,0.27512409036,0.12323315777,0.0,2.55330491699,6.7713057485,4.77049193303,4.33697446426,0.433517468771
 01/01  05:00:00,17.1777061635,0.314522863212,0.105079187041,0.0,3.82705111198,7.57405300124,6.01250414745,5.13343427237,0.879069875086
 01/01  06:00:00,21.7746099889,0.340559356663,0.137334057065,0.0,6.02426329834,9.91545327661,9.68273358876,5.38776193193,4.29497165683
 01/01  07:00:00,27.1895331915,0.361199989381,0.213365546918,0.0,6.51253267309,14.7454349813,19.5155795028,5.26993743829,14.2456420645
 01/01  08:00:00,24.619570564,0.362740706247,0.273258929605,0.0,6.01364874671,17.9699221805,20.0728546971,4.93610781996,15.1367468771
 01/01  09:00:00,22.4194098418,0.338299157798,0.29617451105,0.0,3.66783283761,18.1171033345,18.986698351,4.44402134894,14.5426770021
 01/01  10:00:00,19.841744555,0.332544159014,0.547896063551,0.0,3.10526160149,15.8560427302,15.7885027432,3.02803536638,12.7604673768
 01/01  11:00:00,17.3593586096,0.377826425922,0.936854554289,0.0,3.10526160149,12.9394160272,13.3786528369,1.80632521026,11.5723276266
 01/01  12:00:00,17.7641996071,0.410282857846,1.16205796605,0.0,3.10526160149,13.0865971812,10.5179490739,1.1733834788,9.34456559506
 01/01  13:00:00,17.8374478194,0.428013827054,1.36475636318,0.0,3.10526160149,12.9394160272,8.62343469139,0.467008846498,8.15642584489
 01/01  14:00:00,17.7416678367,0.488151291952,1.65038237757,0.0,3.10526160149,12.4978725653,7.32413594501,0.0588149127527,7.26532103226
 01/01  15:00:00,17.8973955467,0.549800218449,1.89164231508,0.0,3.10526160149,12.3506914113,6.37421621963,0.0,6.37421621963
 01/01  16:00:00,19.0590526899,0.499338322351,1.73875190103,0.0,4.02872759285,12.7922348732,7.26532103226,0.0,7.26532103226
 01/01  17:00:00,27.2462789558,0.471445109611,1.61068465904,0.0,6.50191812146,17.7693977319,8.45346078243,0.0,8.45346078243
 01/01  18:00:00,39.0050281478,0.49054336964,1.65552844886,0.0,8.38069375907,23.1212625696,11.1267752203,0.0,11.1267752203
 01/01  19:00:00,41.3845669474,0.519175326851,1.74553579499,0.0,10.6415932552,23.1212625696,13.0575023143,0.0,13.0575023143
 01/01  20:00:00,40.2458760837,0.481157205798,1.61414103062,0.0,12.3080778603,20.4854999863,12.4634324393,0.0,12.4634324393
 01/01  21:00:00,39.6158365921,0.439234032655,1.46614560535,0.0,12.456681583,19.8967753704,11.4238101579,0.0,11.4238101579
 01/01  22:00:00,33.8142828112,0.36615051056,1.20117636848,0.0,9.18739968257,17.702556249,9.34456559506,0.0,9.34456559506
 01/01  23:00:00,26.406390259,0.258100667225,0.836646221293,0.0,5.91811778209,14.0365255879,8.18337878303,0.0269529381405,8.15642584489
 01/01  24:00:00,20.1433140488,0.190246117898,0.5379336318,0.0,3.54045821811,10.5176760807,5.07126839674,0.479261802371,4.59200659437
 01/02  01:00:00,16.1914972139,0.162018045154,0.317600425379,0.0,2.55330491699,7.80157382632,2.73036491457,1.25680558551,1.47355932906
 01/02  02:00:00,15.5425538546,0.190222799979,0.229176927214,0.0,2.55330491699,7.21284921042,3.14752277192,2.26818546286,0.879337309061
 01/02  03:00:00,15.230759654,0.240264468051,0.161703366512,0.0,2.55330491699,6.91848690247,3.9456586343,3.5120696683,0.433588966004
 01/02  04:00:00,15.0920844489,0.271727844042,0.138745939356,0.0,2.55330491699,6.7713057485,4.62102949302,4.18743887618,0.433590616841
 01/02  05:00:00,17.1955910792,0.292990780636,0.144496185266,0.0,3.82705111198,7.57405300124,5.39945736273,4.52008015906,0.879377203666
 01/02  06:00:00,21.7965956276,0.301242059086,0.198636993367,0.0,6.02426329834,9.91545327661,8.62924191918,4.33183770294,4.29740421624
 01/02  07:00:00,27.2174724185,0.308376403075,0.294128360219,0.0,6.51253267309,14.7454349813,18.1457320192,3.89067504668,14.2550569725
 01/02  08:00:00,24.8245534964,0.322354360268,0.325098845613,0.0,6.01364874671,18.163451543,19.1063925412,3.95954672996,15.1468458112
 01/02  09:00:00,24.0309609879,0.539014165788,0.260597080417,0.0,4.35151303671,18.8798367041,18.9907705293,4.43839821588,14.5523723134
 01/02  10:00:00,21.1938295609,0.525588725983,0.260522933766,0.0,3.78894180059,16.6187760998,16.9889424538,4.21999167865,12.7689507752
 01/02  11:00:00,18.3448533178,0.499631842913,0.354130276806,0.0,3.78894180059,13.7021493968,14.8499806737,3.26997759137,11.5800030823
 01/02  12:00:00,18.5699310024,0.486433141246,0.445225509247,0.0,3.78894180059,13.8493305508,11.8998743431,2.54914818491,9.35072615816
 01/02  13:00:00,18.2646849543,0.469595124614,0.467258695959,0.0,3.69398621738,13.6338449159,10.2914720066,2.12969354127,8.16177846529
