Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Electricity:Facility [kW](Monthly),Gas:Facility [kW](Monthly)
 01/01  01:00:00,16.5587280953,1.14290382079,0.0,0.0,5.48122459637,1.0115996781,36.2183834879,36.2183834879
 01/01  02:00:00,16.2794961266,0.863671852129,0.0,0.0,5.48122459637,1.0115996781,27.2243194685,27.2243194685
 01/01  03:00:00,16.5830392396,1.16721496512,0.0,0.0,5.48122459637,1.0115996781,36.8213479274,36.8213479274
 01/01  04:00:00,16.3250995453,0.90927527085,0.0,0.0,5.48122459637,1.0115996781,28.6176550625,28.6176550625
 01/01  05:00:00,16.720204733,1.30438045853,0.0,0.0,5.48122459637,1.0115996781,41.1224643785,41.1224643785
 01/01  06:00:00,16.4215713541,1.00574707962,0.0,0.0,5.48122459637,1.0115996781,31.6560260815,31.6560260815
 01/01  07:00:00,16.8236366109,1.40781233642,0.0,0.0,5.48122459637,1.0115996781,44.3860459202,44.3860459202
 01/01  08:00:00,7.53920330373,1.04637902927,0.0,0.0,5.48122459637,1.0115996781,32.9716857328,32.9716857328
 01/01  09:00:00,7.66972394455,1.17689967008,0.0,0.0,5.48122459637,1.0115996781,37.1737770583,37.1737770583
 01/01  10:00:00,7.11916396068,0.626339686217,0.0,0.0,5.48122459637,1.0115996781,19.8024795188,19.8024795188
 01/01  11:00:00,6.94858459925,0.455760324782,0.0,0.0,5.48122459637,1.0115996781,14.6341227464,14.6341227464
 01/01  12:00:00,6.57884458063,0.0860203061668,0.0,0.0,5.48122459637,1.0115996781,2.82614538148,2.82614538148
 01/01  13:00:00,6.49282427446,0.0,0.0,0.0,5.48122459637,1.0115996781,0.0,0.0
 01/01  14:00:00,6.49282427446,0.0,0.0,0.0,5.48122459637,1.0115996781,0.0,0.0
 01/01  15:00:00,6.49282427446,0.0,0.0,0.0,5.48122459637,1.0115996781,0.0,0.0
 01/01  16:00:00,6.49282427446,0.0,0.0,0.0,5.48122459637,1.0115996781,0.0,0.0
 01/01  17:00:00,7.97999094113,0.0,0.0,0.0,5.48122459637,1.0115996781,0.0,0.0
 01/01  18:00:00,15.8114687169,0.395644442443,0.0,0.0,5.48122459637,1.0115996781,12.3795058931,12.3795058931
 01/01  19:00:00,15.8897231383,0.473898863858,0.0,0.0,5.48122459637,1.0115996781,14.9529727143,14.9529727143
 01/01  20:00:00,15.9634585686,0.54763429411,0.0,0.0,5.48122459637,1.0115996781,17.0199872623,17.0199872623
 01/01  21:00:00,16.1696609032,0.753836628693,0.0,0.0,5.48122459637,1.0115996781,23.9946522056,23.9946522056
 01/01  22:00:00,16.1165611257,0.70073685119,0.0,0.0,5.48122459637,1.0115996781,21.8104643524,21.8104643524
 01/01  23:00:00,16.3962463864,0.980422111956,0.0,0.0,5.48122459637,1.0115996781,31.2362019975,31.2362019975
 01/01  24:00:00,16.2784986904,0.862674415925,0.0,0.0,5.48122459637,1.0115996781,26.8872206027,26.8872206027
 01/02  01:00:00,16.5247131762,1.10888890172,0.0,0.0,5.48122459637,1.0115996781,35.3476740953,35.3476740953
 01/02  02:00:00,16.313179519,0.897355244568,0.0,0.0,5.48122459637,1.0115996781,27.9625918495,27.9625918495
 01/02  03:00:00,16.5710616877,1.15523741321,0.0,0.0,5.48122459637,1.0115996781,36.7946111907,36.7946111907
 01/02  04:00:00,16.3846268111,0.968802536619,0.0,0.0,5.48122459637,1.0115996781,30.1643634495,30.1643634495
 01/02  05:00:00,16.5696148711,1.15379059664,0.0,0.0,5.48122459637,1.0115996781,36.7371963705,36.7371963705
 01/02  06:00:00,16.3310361086,0.915211834163,0.0,0.0,5.48122459637,1.0115996781,28.4678111585,28.4678111585
 01/02  07:00:00,18.5963652351,3.1805409606,0.0,0.0,5.48122459637,1.0115996781,56.53496423,56.53496423
 01/02  08:00:00,30.1634377366,3.1805409606,0.0,0.0,21.9248983855,5.05799839049,43.7776089933,43.7776089933
 01/02  09:00:00,49.6419105599,3.1805409606,0.0,0.0,38.3685721746,8.09279742479,31.9707523655,31.9707523655
 01/02  10:00:00,61.6159594308,3.1805409606,0.0,0.0,49.3310213673,9.10439710289,21.2488278982,21.2488278982
 01/02  11:00:00,61.6159594308,3.1805409606,0.0,0.0,49.3310213673,9.10439710289,13.3901676923,13.3901676923
 01/02  12:00:00,61.6159594308,3.1805409606,0.0,0.0,49.3310213673,9.10439710289,9.09249395631,9.09249395631
 01/02  13:00:00,55.1231351563,3.1805409606,0.0,0.0,43.8497967709,8.09279742479,9.00321071181,9.00321071181
 01/02  14:00:00,61.6159594308,3.1805409606,0.0,0.0,49.3310213673,9.10439710289,8.54408500162,8.54408500162
 01/02  15:00:00,61.6159594308,3.1805409606,0.0,0.0,49.3310213673,9.10439710289,8.28186767647,8.28186767647
 01/02  16:00:00,61.6159594308,3.1805409606,0.0,0.0,49.3310213673,9.10439710289,8.49025685666,8.49025685666
 01/02  17:00:00,63.1031260974,3.1805409606,0.0,0.0,49.3310213673,9.10439710289,9.7489824258,9.7489824258
 01/02  18:00:00,29.6339755879,0.220903086436,0.0,0.0,16.4436737891,4.04639871239,7.29220871946,7.29220871946
 01/02  19:00:00,15.9125810152,0.496756740768,0.0,0.0,5.48122459637,1.0115996781,16.3953271499,16.3953271499
