Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 08/17  20:00:00,140.54875947,27.5962700944,47.160769369,0.0,12.3672932834,38.6892022431,80.2220814494,77.2303510315,2.97173041782,0.02
 08/17  21:00:00,100.694553258,16.8088347842,29.9725253812,0.0,12.3672932834,27.0668015668,56.0579954373,53.0662650195,2.97173041782,0.02
 08/17  22:00:00,91.0897114619,20.8788592413,35.5142820365,0.0,4.12243109448,15.9888894789,73.7162991301,70.7245687123,2.97173041782,0.02
 08/17  23:00:00,75.6298819239,14.8764987744,26.2060053177,0.0,4.12243109448,15.9888894789,57.3627354362,54.3710050183,2.97173041782,0.02
 08/17  24:00:00,88.9048336422,20.6605382525,33.5477251739,0.0,4.12243109448,15.9888894789,83.8902328291,80.8985024113,2.97173041782,0.02
 08/18  01:00:00,68.8767410472,13.7650464675,20.5643167009,0.0,4.12243109448,15.9888894789,59.868599177,56.8768687592,2.97173041782,0.02
 08/18  02:00:00,89.2084177669,20.6605382525,33.8513092445,0.0,4.12243109448,15.9888894789,85.5123724546,82.5206420368,2.97173041782,0.02
 08/18  03:00:00,66.8934236639,12.9047310632,19.4626278643,0.0,4.12243109448,15.9888894789,55.8977165344,52.9059861165,2.97173041782,0.02
 08/18  04:00:00,124.893806249,27.3377090486,45.5129869325,0.0,12.3672932834,24.9413748627,98.4639981292,93.4911140995,4.9528840297,0.02
 08/18  05:00:00,129.717644371,27.6391555934,47.3206890199,2.71468945561,12.3672932834,24.9413748627,164.44279014,159.469906111,4.9528840297,0.02
 08/18  06:00:00,183.027527446,28.7726289968,52.3963789684,1.06659480565,24.7345865669,70.7195625826,129.726298376,119.800530317,9.90576805939,0.02
 08/18  07:00:00,215.713960349,29.2078490523,56.05398612,0.316318187489,37.1018798503,92.3937384068,100.918550909,90.9927828492,9.90576805939,0.02
 08/18  08:00:00,231.216568075,29.650440257,59.1508204772,0.236337519529,37.1018798503,104.434947198,91.617637362,73.0934297761,9.90576805939,8.61843952645
 08/18  09:00:00,245.494121112,30.1288984068,61.0630490458,0.0816957058453,37.1018798503,116.476155989,74.4399049227,64.5141368633,9.90576805939,0.02
 08/18  10:00:00,246.17490891,30.5410219361,61.4128288408,0.0,37.1018798503,116.476155989,73.6804983629,63.7547303035,9.90576805939,0.02
 08/18  11:00:00,247.204398341,30.8971579477,62.0859285851,0.0,37.1018798503,116.476155989,81.5471159645,63.0159489454,9.90576805939,8.6253989597
 08/18  12:00:00,237.006228737,31.2733620782,63.5533700793,0.0,37.1018798503,104.434947198,71.260799473,61.3350314137,9.90576805939,0.02
 08/18  13:00:00,250.449585634,31.7091530873,64.5191791333,0.0,37.1018798503,116.476155989,71.645023338,61.7192552786,9.90576805939,0.02
 08/18  14:00:00,250.762659399,32.0818232203,64.4597162329,0.0,37.1018798503,116.476155989,80.7299495464,62.1999353218,9.90576805939,8.62424616522
 08/18  15:00:00,251.048901768,32.3852528392,64.4428079522,0.0,37.1018798503,116.476155989,73.0678244706,63.1420564112,9.90576805939,0.02
 08/18  16:00:00,251.810590477,32.5642546239,65.0259663428,0.0,37.1018798503,116.476155989,72.148074223,62.2223061636,9.90576805939,0.02
 08/18  17:00:00,251.390824333,32.5175997285,64.6538560642,0.0,37.1018798503,116.476155989,73.2919673276,63.3661992682,9.90576805939,0.02
 08/18  18:00:00,149.82620679,27.4785274706,49.39399267,0.0,24.7345865669,47.5788473902,70.3331193137,56.7735225943,4.9528840297,8.60671268973
 08/18  19:00:00,154.143119611,27.3996060992,46.7423416236,0.0,24.7345865669,47.5788473902,67.2474208151,62.2745367854,4.9528840297,0.02
 08/18  20:00:00,140.918496951,27.6960415516,47.4307337854,0.0,12.3672932834,38.6892022431,80.1983768641,77.2066464463,2.97173041782,0.02
 08/18  21:00:00,100.32790328,16.8088347842,29.6058757832,0.0,12.3672932834,27.0668015668,56.2739820586,53.2822516408,2.97173041782,0.02
 08/18  22:00:00,90.7581051405,20.9780960545,35.0834389682,0.0,4.12243109448,15.9888894789,74.340194212,71.3484637942,2.97173041782,0.02
 08/18  23:00:00,76.1269965103,14.9558882249,26.6237305239,0.0,4.12243109448,15.9888894789,57.8215760661,54.8298456483,2.97173041782,0.02
 08/18  24:00:00,90.9546155372,20.898706604,35.3593387916,0.0,4.12243109448,15.9888894789,87.2134742263,84.2217438085,2.97173041782,0.02
 08/19  01:00:00,68.8524936081,13.7650464675,20.5400693392,0.0,4.12243109448,15.9888894789,61.1198592607,58.1281288429,2.97173041782,0.02
 08/19  02:00:00,88.4497375637,20.6605382525,33.0926291222,0.0,4.12243109448,15.9888894789,86.0055797268,83.013849309,2.97173041782,0.02
 08/19  03:00:00,66.0926166441,12.9047310632,18.6618209288,0.0,4.12243109448,15.9888894789,56.6654637686,53.6737333508,2.97173041782,0.02
 08/19  04:00:00,96.3795730309,25.8094621265,35.66150806,0.0,4.12243109448,16.0517297156,105.889676589,102.897946171,2.97173041782,0.02
 08/19  05:00:00,101.616316624,27.000303884,39.7074098651,0.0,4.12243109448,16.0517297156,105.260847928,102.26911751,2.97173041782,0.02
 08/19  06:00:00,123.440871553,28.1911456415,46.1837148176,0.0,4.12243109448,39.6058045677,86.0561375712,83.0644071533,2.97173041782,0.02
 08/19  07:00:00,162.146552334,28.2172707621,51.2316346422,4.33776948833,12.3672932834,65.3531420225,138.799048975,133.826164945,4.9528840297,0.02
 08/19  08:00:00,164.760315673,28.2087535591,52.7691443994,2.53176400332,12.3672932834,68.2430321324,128.611233604,123.638349575,4.9528840297,0.02
 08/19  09:00:00,194.803787923,28.3428953499,55.4321835162,0.761207930335,16.4897243779,93.1370602926,109.074355289,101.129740841,7.92461444751,0.02
 08/19  10:00:00,194.824375876,28.4095692643,55.7785916357,0.368609902856,16.4897243779,93.1370602926,110.346001594,93.8111940149,7.92461444751,8.61019313117
 08/19  11:00:00,195.021319875,28.4381585064,56.1748513286,0.140741191755,16.4897243779,93.1370602926,99.9557561841,92.0111417366,7.92461444751,0.02
 08/19  12:00:00,186.163149895,28.4861679041,56.5040630526,0.0569525180771,16.4897243779,83.9857416113,96.2506487665,88.306034319,7.92461444751,0.02
 08/19  13:00:00,186.494423579,28.5719652089,56.7942796287,0.0122077303233,16.4897243779,83.9857416113,96.066055393,88.1214409455,7.92461444751,0.02
 08/19  14:00:00,187.8478729,28.7176389542,58.0143027056,0.0,16.4897243779,83.9857416113,92.0338929251,84.0892784776,7.92461444751,0.02
 08/19  15:00:00,168.138499769,28.1911456415,56.2883147235,0.0,12.3672932834,70.6512738906,45.6426146713,40.6697306416,4.9528840297,0.02
 08/19  16:00:00,167.449563952,28.1911456415,55.5993716691,0.0,12.3672932834,70.6512738906,46.438354446,41.4654704163,4.9528840297,0.02
 08/19  17:00:00,154.368437603,28.1911456415,55.0417126189,0.0,12.3672932834,58.1284167478,52.0346663039,47.0617822742,4.9528840297,0.02
 08/19  18:00:00,113.122154204,27.2980143233,47.8760284475,0.0,12.3672932834,24.9413748627,77.9751367411,73.0022527114,4.9528840297,0.02
 08/19  19:00:00,121.036508655,27.6949615758,48.3459356261,0.0,12.3672932834,24.9413748627,86.3118246703,81.3389406407,4.9528840297,0.02
 08/19  20:00:00,103.984872332,27.000303884,42.0759643078,0.0,4.12243109448,16.0517297156,96.5924497387,93.6007193209,2.97173041782,0.02
